# # # # # # # # # # # # # # # # # # # # # # # #
грунт
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.0090637207;-0.1352386475;-0.7567901611
-0.1424560547;-0.1247558594;-0.8729705811
-0.2022705078;0.0303192139;-1.0659179688
0.0721130371;0.1670227051;-0.7899017334
0.0074920654;0.0941314697;-0.9528961182
-0.1015014648;0.1683197021;-1.1644592285
0.1081085205;0.1004333496;-1.1694793701
-0.0290374756;-0.0935974121;-0.8979644775
-0.2098236084;0.0955505371;-0.8578338623
-0.0340118408;0.0889892578;-0.8798065186
0.0109252930;0.1316223145;-0.8176727295
-0.2283782959;0.1047973633;-0.8229217529
-0.0428161621;0.3609466553;-1.0157928467
-0.1026153564;0.1926269531;-0.7342224121
-0.1906738281;0.1381072998;-0.8760833740
0.0054016113;0.1870574951;-0.8399200439
-0.1577606201;0.1079711914;-0.6432342529
-0.1433868408;0.2608642578;-0.7501983643
-0.1566772461;0.1794281006;-0.7437286377
-0.0744018555;0.2999114990;-0.8986358643
0.0501556396;0.1588439941;-0.6998596191
0.1031799316;-0.0121765137;-0.9186706543
0.1366271973;0.1339721680;-0.9963684082
-0.1522369385;0.0137939453;-0.8956451416
-0.1837463379;-0.0040283203;-1.1188354492
-0.0260314941;-0.1651458740;-1.1724395752
0.1371002197;-0.0108642578;-0.9935607910
0.2001647949;-0.0905761719;-0.8251342773
0.1364288330;-0.1691894531;-1.0029754639
-0.0980987549;-0.1957092285;-1.1990203857
-0.1598968506;-0.1446075439;-1.1825408936
0.1191406250;0.1791534424;-0.9382476807
0.3036956787;-0.0865936279;-0.7796630859
0.1388244629;-0.2154541016;-1.0465698242
-0.0753326416;-0.2934570312;-1.2395935059
0.0746917725;0.0067291260;-0.9638061523
0.0852203369;-0.2076110840;-0.8536071777
-0.1053619385;-0.2196044922;-1.0083923340
0.0198059082;-0.1354675293;-1.1864624023
0.1042785645;-0.0151062012;-0.9261932373
0.0027008057;-0.3437805176;-0.9905853271
-0.0431823730;-0.2424163818;-1.1742553711
0.1233825684;-0.1046752930;-1.1170654297
0.3675079346;-0.1853790283;-0.7811279297
0.2215118408;-0.3184661865;-1.0290069580
0.0768890381;-0.1779937744;-1.3772735596
-0.0117340088;-0.3279876709;-1.1881866455
0.0214538574;-0.2113800049;-0.9718170166
0.0135192871;-0.3528900146;-0.9799194336
0.1508789062;-0.2058868408;-1.0207061768
0.2195129395;-0.0419769287;-1.1012573242
0.3608093262;-0.0101318359;-0.9379425049
0.3413696289;-0.2446594238;-1.0330047607
-0.1235351562;-0.4088897705;-1.2283782959
-0.0301513672;-0.0207672119;-1.3151245117
0.1624298096;-0.0165710449;-0.8743438721
0.2300415039;0.1098175049;-0.6875762939
0.4305267334;-0.0011749268;-0.8498840332
0.1772003174;0.0303497314;-0.9689331055
-0.1608276367;0.0760650635;-1.2124176025
0.0724945068;0.1477508545;-1.1742553711
0.2978363037;0.0621185303;-1.0079803467
0.3109588623;-0.1241912842;-0.9438171387
-0.0749511719;0.0363616943;-1.1634826660
-0.0486907959;0.1612243652;-1.0256042480
0.1606292725;0.1866912842;-0.8203277588
0.2626495361;0.2911376953;-0.9220733643
0.1150817871;0.1199340820;-1.1032104492
0.2220916748;0.2032928467;-1.1677246094
0.1392669678;-0.3559417725;-1.0396118164
-0.2620391846;-0.2083435059;-1.3411865234
-0.0420684814;0.1765747070;-1.2415618896
0.1861877441;0.2487792969;-0.6443481445
0.0591888428;0.2988128662;-0.6620330811
-0.0489196777;0.0998382568;-1.0401458740
-0.0752868652;0.1543884277;-1.0457611084
-0.0040283203;-0.2484741211;-1.0841979980
-0.2774963379;0.1694030762;-0.9970397949
-0.0258331299;0.3125457764;-0.9393005371
0.1361846924;0.3429565430;-0.5201721191
0.0154724121;0.3009185791;-0.8678741455
-0.1230926514;0.1240386963;-1.0119171143
-0.0327758789;-0.0565338135;-1.0135192871
0.0122222900;0.1056518555;-0.7919921875
-0.1177673340;0.2088470459;-0.8229370117
0.0194396973;0.0092620850;-0.9130706787
-0.0283355713;-0.0132446289;-1.1063079834
0.0076141357;0.1039276123;-0.9698333740
0.1014556885;0.0586547852;-0.9549255371
0.0976104736;-0.1168823242;-0.9351348877
0.0760955811;-0.0782470703;-1.1138305664
-0.0677032471;0.0718688965;-1.0808105469
0.1266174316;-0.1564178467;-0.9337921143
0.1436157227;-0.0240936279;-1.0263214111
0.0174255371;0.0848999023;-0.9215545654
0.1694183350;-0.0304107666;-1.0008697510
0.0138702393;-0.0736541748;-1.0248413086
0.1177978516;-0.0340576172;-1.0385742188
0.0971679688;-0.0195465088;-0.9239044189
0.1256408691;-0.0689086914;-0.9043579102
0.0662078857;0.0253143311;-1.0149841309
0.1645355225;0.0674591064;-1.0206604004
0.3340606689;-0.0376739502;-0.7794952393
0.2803344727;0.1578826904;-1.0383453369
0.1473236084;-0.1499786377;-1.1359100342
0.2248840332;-0.0732879639;-1.1535797119
0.0661773682;0.0795288086;-1.0941619873
-0.0005035400;-0.2317962646;-0.9955596924
0.2368011475;-0.0748138428;-1.0144348145
0.3152008057;0.0652313232;-0.9814147949
0.2245330811;-0.4342193604;-0.9216308594
0.1104431152;-0.2607574463;-1.2401275635
0.1178741455;-0.0827789307;-1.2922973633
0.3306579590;-0.0189208984;-0.9354553223
0.2790832520;-0.0777435303;-0.8990631104
0.0997467041;0.0819549561;-1.0946807861
0.0479125977;-0.0947418213;-0.9151153564
0.0538787842;-0.4231109619;-1.1273498535
-0.1017761230;-0.1514739990;-1.1359710693
0.0087585449;0.0349426270;-1.0780792236
0.1871948242;0.1904602051;-0.8793029785
0.2732086182;0.0111999512;-0.7084045410
-0.0053710938;-0.2924804688;-1.2184448242
-0.0671234131;-0.2357482910;-1.2080535889
